,Afrikaans,Albanian,Arabic,Bengali,Bosnian,Bulgarian,Catalan,Chinese,Croatian,Czech,Danish,Dutch,English,Estonian,Finnish,French,German,Greek,Hebrew,Hindi,Hungarian,Indonesian,Italian,Korean,Latvian,Lithuanian,Norwegian (Bokmål),Polish,Portuguese,Romanian,Russian,Slovak,Slovenian,Spanish,Swedish,Thai,Turkish,Ukrainian,Vietnamese,Malay,Macedonian,Tamil
Finnish,0.38615258540187636,0.23842872962174952,0.5994526138936689,0.040894560598711695,0.06318894991005967,0.4090297973692286,0.4449017793010138,0.556881583576272,0.46525983306688734,0.3201354912407317,0.6239384827902205,0.5822745926595163,0.7045593551403007,0.5343658570676011,1.0,0.5610113034760599,1.0,0.527880175749892,0.49781973676592745,0.4867554798902323,0.5241193424637229,0.6416423053142245,0.39285317771103845,0.26326311666711116,0.31807630855398045,0.49174188859745405,0.6633594290470659,0.33869505091816754,0.6831413508772947,0.44499210992094135,0.5186059931655849,0.4278147424046369,0.4210767942846975,0.5366443513019191,0.6727461847265709,0.5522703118950069,0.5799845341385319,0.5102021077601133,-1.0,0.1949266063719668,0.29839322072764884,0.0013186837542293588
French,0.45667635995016115,0.2226327694375114,0.5028676692135973,0.12037060673361942,-0.1205499056203864,0.4995609186107875,0.37243332924900385,0.6314685297161743,-0.008306284269446608,0.4688306713799924,0.7327166637775925,0.6903599535406157,0.7466988518479043,0.6080025263438218,0.5610113034760598,1.0,-1.0,0.40733549517277773,0.37033626064215963,0.5432975681111489,0.5227884076428622,0.47795083537808236,0.5492352679449016,0.3572374017946607,0.4434934052479659,0.40349835120244965,0.6956885922469482,0.495542125789662,0.7431773519357281,0.4816428880531133,0.640535922959708,0.5356423733015874,0.24952582608272383,0.5512059616774488,0.785848025126482,0.46108557837492115,0.40129166827242857,0.5684309764464559,-1.0,0.17331094799411453,0.25898253936746435,0.3286619074931526
German,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,,-1.0,,-1.0,-1.0,,-1.0,-1.0,1.0
Greek,0.41722491167154363,0.30090602127735827,0.6455422974541302,0.18534000457989322,0.28423232259241793,0.22593493877793128,0.4358820469145782,0.5420917445863089,0.0664882474705581,0.18888327530443003,0.4803219906200599,0.4172027426832266,0.44959006176464605,0.40169520003048054,0.527880175749892,0.40733549517277773,1.0,1.0,0.21086844970210483,0.44458307325480323,0.34406165373658726,0.43719852347190735,0.19393684408073364,0.14988269259826265,0.18576419446230438,0.44259582322231394,0.5750704867718772,0.3619039867411477,0.40388768953226245,0.3450749915864863,0.4133497482949249,0.1927871480801071,0.30258715901248895,0.22358557707396398,0.5043080836074406,0.4055249981035963,0.42343458722724203,0.43530610948302334,,0.09391902179114438,0.10531559772647167,-0.031234208031340867
Hebrew,0.23679293624630532,0.36585986061410286,0.3526631292907065,0.0788530862037311,-0.06723428693101018,0.07649837927483921,0.3771585845040282,0.22216138504704566,0.5525141019859064,0.4556014096614707,0.381916938202511,0.4871062022268928,0.4978695697595745,0.42917794775146945,0.49781973676592756,0.37033626064215963,-1.0,0.2108684497021048,1.0,0.3908848539106707,0.32820775022305937,0.37008036416111784,0.1465690095797468,0.14345911091305694,0.19672155351536566,0.32106684493950927,0.23728691113469588,0.31168064458394407,0.5111590882739041,0.25258876469925545,0.26517501954326506,0.3091184807991002,0.42077521696653336,0.37122654994688575,0.33044394316425735,0.28129823977554735,0.41946647779472473,0.4248561896071596,-1.0,0.2379545349407546,0.043311974745427924,-0.028410954338699945
Hindi,0.40608643575310793,0.36099177753675205,0.5209555839221446,0.19302395312544993,0.12916542441390394,0.3597836742367703,0.41255328521433804,0.43338126952762357,0.21263971991091005,0.501279349201967,0.4442138124646457,0.5789615235939749,0.5531473685414382,0.3890558479210624,0.4867554798902323,0.5432975681111488,-1.0,0.4445830732548033,0.3908848539106707,1.0,0.4914905696719962,0.47598216972430496,0.3563175804257494,0.25684344200340103,0.350984265433935,0.33338595549310973,0.5196677363783183,0.47272122948606804,0.6427796316528215,0.5612050652120351,0.44459765923298794,0.5321088893634572,0.5167659390493924,0.5530976040606093,0.62353008607195,0.4584106529949241,0.432986123717813,0.5771905490168077,,0.13173275398631817,0.37672161846397945,0.1913918199353861
Hungarian,0.44492500140722574,0.011659105683702178,0.3507481970670673,0.034384963817162766,0.1911720093332056,0.5056173948856125,0.3719528369632069,0.4137470040063313,-0.0016053756907103596,0.3997489173810983,0.5921872260637298,0.5112618968269637,0.625541198299579,0.47402387196752216,0.5241193424637229,0.522788407642862,-1.0,0.34406165373658726,0.32820775022305937,0.4914905696719962,1.0,0.5379846473057508,0.33949119559465823,0.2906419668550295,0.3010371100815363,0.32934507919514355,0.566322935612601,0.2677931761968791,0.5130352081666313,0.39460009597383217,0.4996122925859609,0.46777964741011313,0.4227373174633065,0.49139161709487816,0.5249655531774975,0.34719744146053644,0.4913088827508289,0.46149021657751216,1.0,0.3187633495693435,0.40785236674319414,0.19956302354819583
Indonesian,0.42121306489720356,0.11899934133398994,0.4455000471921066,0.3067617239766849,0.11848080474159461,0.13958283917905162,0.4334687809960728,0.5024186327569491,0.1330907637750795,0.24306002291672466,0.5699564428357214,0.47892045665978106,0.5710289125754088,0.5131313853908579,0.6416423053142245,0.4779508353780824,-1.0,0.4371985234719073,0.37008036416111784,0.47598216972430496,0.5379846473057508,0.9999999999999999,0.2021740083198678,0.2076626086005354,0.3594878418295348,0.5079133270533769,0.5960741483765776,0.36281329544713364,0.5590703845916,0.47303115825137426,0.4167875955739041,0.31873073979651717,0.3992684014634219,0.5068612033099935,0.6209036976713844,0.34965948850243295,0.5742463519083714,0.5110193330674462,0.9999999999999999,0.05969134448251388,0.39237491238963523,0.05089450208152994
Italian,0.2705579017549915,0.3459384123497662,0.334064416252547,-0.048832176323928146,-0.0800679267490282,0.33626645635657787,0.4693577183602376,0.3017529853750576,0.16107536487054622,0.4579486499246446,0.538059213690277,0.5489132157477388,0.48966330232983873,0.3210145026467527,0.39285317771103845,0.5492352679449016,1.0,0.19393684408073364,0.1465690095797468,0.35631758042574935,0.33949119559465823,0.2021740083198678,1.0,0.4538042266580524,0.2883975746235935,0.33069425050921714,0.4165171041207285,0.5238576538506295,0.6168676330094782,0.2431355610161977,0.45080692154420504,0.27078773614762053,0.16305017663259558,0.33253516028465907,0.5310987254296853,0.2932647713456824,0.3989932663689441,0.44544554324028607,-1.0,0.1550326291056211,0.20817274937378247,0.30178059720774686
Korean,0.15001685684979038,0.2204127443606811,0.1794249835904259,0.2458796636284836,-0.16319807583639828,0.2584943490604295,0.19055323691622245,0.2768849775475939,0.1505872098407621,0.1965504921627948,0.3504260362175864,0.4240708037503767,0.3549745947593668,0.4306370957113926,0.26326311666711116,0.3572374017946607,-1.0,0.14988269259826265,0.14345911091305694,0.25684344200340103,0.2906419668550295,0.2076626086005354,0.4538042266580524,1.0,0.2578090325226764,0.17344441079020792,0.292612431500018,0.23494071294352573,0.3700253429420758,0.23319336830112675,0.3357554280872403,0.10341340898706852,0.11455036828317257,0.029171839735727356,0.30685790565630383,0.4523532681782254,0.3982613980214398,0.24511033811173066,-0.9999999999999999,0.26831920982276725,0.1794671992569628,0.3495464800962268
Latvian,0.3238586801449319,0.0747529241170457,0.10043752214318676,0.1464080298622301,0.06582366898032871,0.41982289926646477,0.06507740369075395,0.3635902264873692,-0.03572357072283638,0.1897082897886287,0.47609344959149197,0.46206042432848,0.45590077346544766,0.358388922115141,0.31807630855398045,0.4434934052479659,1.0,0.18576419446230438,0.1967215535153657,0.350984265433935,0.3010371100815363,0.3594878418295348,0.2883975746235935,0.2578090325226764,1.0,0.4952857156249349,0.4424393637369664,0.2638286813714594,0.3783267602508234,0.3448876001500614,0.5857230287704164,0.34814675369536635,0.09158298491887411,0.1926518307519887,0.500728967468552,0.36776122479075163,0.31793759578655295,0.5150597478111144,,-0.028862985755272727,0.16020011414126997,0.2860869497086077
Lithuanian,0.24214635281900315,0.19849435978517513,0.38544161002055394,0.24596431891010714,0.3329121700740414,0.1322368900489153,0.43003566620711686,0.42288586433143666,0.29110865313167356,0.13213857588566047,0.5373078316930056,0.5025796103785056,0.4229503016902931,0.44771805741217946,0.49174188859745405,0.4034983512024496,1.0,0.442595823222314,0.32106684493950927,0.33338595549310973,0.3293450791951436,0.5079133270533769,0.33069425050921714,0.17344441079020792,0.49528571562493484,1.0,0.550230557713367,0.36945880745474735,0.35273148871232685,0.15254070831103744,0.5901472501319007,0.41038131201990397,0.3381687059011063,0.19689334393844637,0.5588892558968537,0.49954823645016694,0.4629800450420553,0.5131046159792513,1.0,0.1211740261046361,0.0265530479582699,0.0012521499087907104
Norwegian (Bokmål),0.509044586011635,0.27008670230881887,0.6052579588631722,0.11230353342065648,-0.02297304359056347,0.4424845057356735,0.44868849352875306,0.6495970433996416,0.14178595756992793,0.370696393788822,0.7191799555632566,0.6121511370418231,0.7092168024338833,0.5489038478326737,0.6633594290470659,0.6956885922469481,-1.0,0.5750704867718772,0.23728691113469585,0.5196677363783184,0.566322935612601,0.5960741483765775,0.4165171041207285,0.292612431500018,0.44243936373696646,0.550230557713367,1.0,0.503315895042528,0.5892042566232644,0.42789451608921897,0.6963056382243022,0.4716781301523388,0.31736791942680365,0.47662317787969366,0.7301095545653924,0.4521126713514661,0.5526641845749505,0.587943785732253,,0.20239656746011747,0.4642288049385875,0.14281471371953725
Polish,0.34516739073676284,0.3240304111911292,0.3810956798385618,0.15312348539269455,-0.07685585281987801,0.2762527599240729,0.3650406152527362,0.33610067765263446,-0.1333315941496006,0.37715652577634534,0.4198535606719392,0.548629945123094,0.45983418031900636,0.4071229092558206,0.3386950509181675,0.495542125789662,1.0,0.36190398674114765,0.31168064458394407,0.472721229486068,0.2677931761968791,0.36281329544713364,0.5238576538506295,0.23494071294352575,0.2638286813714593,0.36945880745474735,0.5033158950425279,1.0,0.6246225593089589,0.09254143626678177,0.6185345496524235,0.2858141451860976,0.05381581915985008,0.3235172307961087,0.4070562435181433,0.3640663713215951,0.443342850205037,0.5504970277343699,1.0,0.19363829852201273,0.26905039933821634,0.22436476334174746
Portuguese,0.46543545512734424,0.32706886398857904,0.5115940222025479,0.13337466459307806,-0.1862872532104089,0.5130992572968213,0.44550346614770636,0.5263675534113281,0.3327516341143431,0.6447059758702254,0.6814442203911084,0.7744543280253964,0.7038780571680971,0.574090318186905,0.6831413508772947,0.7431773519357281,1.0,0.4038876895322625,0.5111590882739041,0.6427796316528215,0.5130352081666313,0.5590703845915999,0.6168676330094783,0.3700253429420758,0.3783267602508234,0.3527314887123269,0.5892042566232644,0.6246225593089589,1.0,0.5692360103006914,0.6157915015520411,0.5006152643815825,0.3906489307268821,0.7602988832776627,0.6808375572037981,0.5361043998653884,0.48292029221145744,0.6184695948370792,-1.0,0.12085572309973865,0.3414256646617299,0.2918839785277918
Romanian,0.45235048029046143,0.12468595156236181,0.3305061373745135,0.08560440266660094,0.1441272776840276,0.43135153547898886,0.2424709812815763,0.4675163764047813,0.2790458240848298,0.39814967208969027,0.4401129446182103,0.5275060615676017,0.5085188278620855,0.45144739642261367,0.44499210992094135,0.4816428880531133,-1.0,0.3450749915864863,0.25258876469925545,0.5612050652120351,0.3946000959738321,0.47303115825137426,0.2431355610161977,0.23319336830112672,0.3448876001500614,0.15254070831103744,0.42789451608921897,0.09254143626678177,0.5692360103006913,1.0,0.3280084296278984,0.5330761770038879,0.4215882339458121,0.31576497335584813,0.5044138232706261,0.5215163166745863,0.4014300368461834,0.4232076809132292,,-0.15404708958596072,0.3115679787583858,0.342416355048716
Russian,0.3032730898033615,0.20814150943454313,0.35431029597436126,0.04890755689520894,0.1529820018839878,0.6026942323225736,0.26754245444023633,0.466410303999422,-0.19478961768644834,0.46042947224104286,0.597348193973275,0.6393647469315713,0.5890959649358123,0.6281903696307415,0.5186059931655849,0.6405359229597081,1.0,0.41334974829492493,0.26517501954326506,0.444597659232988,0.49961229258596096,0.4167875955739041,0.4508069215442051,0.3357554280872403,0.5857230287704163,0.5901472501319006,0.6963056382243021,0.6185345496524235,0.6157915015520411,0.3280084296278984,1.0,0.4456583189883564,0.2380674379601115,0.2756152856042447,0.5676837681059651,0.3986286240173431,0.5237434504403723,0.6956356491880157,-1.0,0.28347042420462076,0.09073731541585128,0.2744654051343969
Slovak,0.30787958254699116,0.13814368684230083,0.19992699617220083,-0.020076301949640368,-0.09104239425734204,0.43104377287670115,0.2244495727605911,0.3066064610273372,0.29530274557793906,0.5287703450927262,0.4917914648965037,0.5283662882449939,0.392810090385429,0.2724116019464951,0.42781474240463685,0.5356423733015874,-1.0,0.19278714808010713,0.3091184807991002,0.5321088893634572,0.4677796474101131,0.3187307397965172,0.2707877361476206,0.10341340898706852,0.3481467536953663,0.4103813120199039,0.4716781301523388,0.2858141451860976,0.5006152643815827,0.5330761770038879,0.44565831898835645,1.0,0.2804337027333644,0.37122992200173716,0.447495614235545,0.41343692738686466,0.1779032615493248,0.4382813359734666,1.0,-0.03548155012624996,0.1835829644008726,0.12918501026447762
Slovenian,0.2561605760601938,0.17836674498885444,0.3804818532205839,-0.030284115382592614,0.30674623822339264,0.2839192171594856,0.5436231041330486,0.24283916699103472,0.37596690307962966,0.46161706979485473,0.47761176757734863,0.3136619794059556,0.5029008427915141,0.4241161353155861,0.4210767942846975,0.24952582608272383,-1.0,0.302587159012489,0.42077521696653336,0.5167659390493924,0.42273731746330656,0.39926840146342185,0.16305017663259558,0.11455036828317258,0.09158298491887411,0.3381687059011063,0.3173679194268037,0.05381581915985007,0.39064893072688206,0.4215882339458121,0.23806743796011148,0.2804337027333644,1.0,0.2716285080737708,0.45391071333723365,0.1632680954698748,0.4230361763796824,0.3683227294082446,-1.0,0.07025604772380448,0.2626365253589623,0.09655780757402038
Spanish,0.37550173811847115,0.32843818886639237,0.34086475132983757,-0.007345170537390884,-0.22350867229046228,0.3531447703305352,0.377402802490467,0.39853904150850583,0.20856125832133662,0.32018404355177493,0.5627175530397307,0.48517015132026176,0.47188379382724727,0.3309981417883994,0.536644351301919,0.551205961677449,,0.22358557707396395,0.3712265499468857,0.5530976040606093,0.49139161709487816,0.5068612033099935,0.33253516028465907,0.029171839735727356,0.1926518307519887,0.19689334393844637,0.47662317787969366,0.3235172307961087,0.7602988832776627,0.3157649733558482,0.2756152856042447,0.37122992200173716,0.27162850807377087,1.0,0.5075014877618096,0.3565247398718537,0.3986975595779441,0.4271995640687123,-1.0,0.17671390639591109,0.3101365718432527,-0.07611666326377683
Swedish,0.5007455563224279,0.2644498995179041,0.5327218460689402,0.060935063077683135,0.047792861111488324,0.40149818151463923,0.4172785401449068,0.613138505797035,0.3936356298288219,0.5390860686441067,0.7507679559741828,0.7005366337304288,0.722228670516693,0.5407940731386353,0.6727461847265709,0.785848025126482,-1.0,0.5043080836074406,0.3304439431642573,0.62353008607195,0.5249655531774975,0.6209036976713845,0.5310987254296853,0.30685790565630383,0.5007289674685519,0.5588892558968537,0.7301095545653925,0.4070562435181433,0.6808375572037981,0.504413823270626,0.567683768105965,0.447495614235545,0.45391071333723365,0.5075014877618096,1.0,0.45921554361089434,0.5608750400761499,0.5959320574322562,0.9999999999999999,0.2343194427243616,0.33950427186590726,0.13550515529122023
Thai,0.34031129849415015,0.12161597418659797,0.31683303785044625,0.08052392127804793,0.27837480499863526,0.2993688291747238,0.3586898803817738,0.44736107833094263,0.6199820266085382,0.3777313030251383,0.538833206586382,0.36238678321921863,0.4795803107922193,0.40296519072764914,0.5522703118950069,0.46108557837492115,,0.4055249981035963,0.28129823977554735,0.45841065299492406,0.34719744146053644,0.34965948850243295,0.29326477134568246,0.4523532681782254,0.3677612247907516,0.4995482364501669,0.4521126713514661,0.36406637132159514,0.5361043998653884,0.5215163166745863,0.39862862401734317,0.4134369273868647,0.1632680954698748,0.3565247398718537,0.45921554361089434,1.0,0.5433868209193933,0.34329125565280133,-1.0,0.19043669477080746,0.15760927431188723,0.3975880386764798
Turkish,0.47027578175634355,0.3134976565067674,0.4626205065611266,-0.11043817330508043,0.10526941286236438,0.1860269389605727,0.5238129790921223,0.4472869232623198,0.18557874202274938,0.2164118866517737,0.6164455481370804,0.4292228445561649,0.5296860512480656,0.4318357043484684,0.5799845341385319,0.40129166827242857,-1.0,0.42343458722724203,0.41946647779472473,0.432986123717813,0.4913088827508289,0.5742463519083714,0.3989932663689441,0.3982613980214398,0.31793759578655295,0.46298004504205525,0.5526641845749505,0.443342850205037,0.4829202922114574,0.4014300368461834,0.5237434504403724,0.17790326154932481,0.4230361763796824,0.3986975595779441,0.5608750400761499,0.5433868209193933,1.0,0.5187937527447742,-1.0,0.29867549083927253,0.321016010025126,0.11030251711284303
